VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2015-01-15 22:25:18,2015-01-15 22:28:34,1,.60,-73.982009887695313,40.778377532958984,1,Y,-73.988990783691406,40.777034759521484,1,4,0.5,0.5,1,0,0.3,6.3
2,2015-01-15 22:18:06,2015-01-15 22:28:50,1,2.23,-73.931259155273437,40.672420501708984,1,N,-73.969207763671875,40.676540374755859,1,9.5,0.5,0.5,2.5,0,0.3,13.3
2,2015-01-15 22:18:07,2015-01-15 22:28:25,1,2.44,-74.010429382324219,40.709129333496094,1,N,-74.008430480957031,40.736980438232422,1,9.5,0.5,0.5,2,0,0.3,12.8
1,2015-01-15 22:00:05,2015-01-15 22:28:33,4,9.10,-73.965423583984375,40.769210815429687,1,N,-73.998741149902344,40.676605224609375,1,29.5,0.5,0.5,6.15,0,0.3,36.95
2,2015-01-15 22:18:10,2015-01-15 22:28:58,1,2.23,-73.982627868652344,40.764141082763672,1,N,-73.969673156738281,40.789665222167969,1,10.5,0.5,0.5,2.25,0,0.3,14.05
1,2015-01-15 22:25:36,2015-01-15 22:28:57,1,.60,-74.004539489746094,40.752162933349609,1,N,-73.994850158691406,40.750114440917969,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2015-01-15 22:18:19,2015-01-15 22:28:38,1,1.24,-73.987556457519531,40.735908508300781,1,N,-73.978523254394531,40.729816436767578,1,8,0.5,0.5,1.7,0,0.3,11
2,2015-01-15 21:57:48,2015-01-15 22:28:53,2,3.63,-73.995216369628906,40.725269317626953,1,N,-73.981216430664063,40.765510559082031,1,16,0.5,0.5,3.3,0,0.3,20.6
2,2015-01-15 22:18:22,2015-01-15 22:28:37,1,2.02,-73.973808288574219,40.753829956054688,1,N,-73.974136352539062,40.731609344482422,1,9,0.5,0.5,1.9,0,0.3,12.2
2,2015-01-15 22:18:24,2015-01-15 22:28:39,1,2.13,-74.004959106445312,40.71856689453125,1,N,-73.99627685546875,40.7388916015625,1,9.5,0.5,0.5,2,0,0.3,12.8
1,2015-01-15 22:25:47,2015-01-15 22:28:53,4,.70,-73.988914489746094,40.758319854736328,1,N,-73.982398986816406,40.767234802246094,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2015-01-15 21:57:53,2015-01-15 22:28:56,1,19.88,-73.792427062988281,40.645053863525391,2,N,-73.971595764160156,40.782169342041016,1,52,0,0.5,11.47,5.33,0.3,69.6
2,2015-01-15 22:04:38,2015-01-15 22:28:32,5,5.88,-73.991943359375,40.738273620605469,1,N,-73.956611633300781,40.677013397216797,1,21.5,0.5,0.5,4.4,0,0.3,27.2
2,2015-01-15 22:04:40,2015-01-15 22:28:05,1,6.18,-73.991104125976563,40.733699798583984,1,N,-73.974563598632812,40.795871734619141,1,22,0.5,0.5,3,0,0.3,26.3
2,2015-01-15 22:18:30,2015-01-15 22:28:15,1,1.73,-73.978202819824219,40.755802154541016,1,N,-73.989517211914062,40.774436950683594,1,9,0.5,0.5,1,0,0.3,11.3
1,2015-01-15 22:25:58,2015-01-15 22:28:42,1,.60,-74.014961242675781,40.714576721191406,1,N,-74.017585754394531,40.708034515380859,1,4.5,0.5,0.5,1.15,0,0.3,6.95
2,2015-01-15 22:04:53,2015-01-15 22:28:15,2,13.33,-73.78887939453125,40.642185211181641,1,N,-73.849151611328125,40.791603088378906,2,37,0.5,0.5,0,0,0.3,38.3
2,2015-01-15 22:18:40,2015-01-15 22:28:09,4,2.29,-73.976600646972656,40.753890991210937,1,N,-73.980979919433594,40.777572631835938,1,9.5,0.5,0.5,2,0,0.3,12.8
2,2015-01-15 22:18:41,2015-01-15 22:28:26,1,1.16,0,0,1,N,0,0,1,8,0.5,0.5,1.7,0,0.3,11
2,2015-01-15 22:18:44,2015-01-15 22:28:04,1,1.49,-73.978828430175781,40.761013031005859,1,N,-73.989028930664062,40.774387359619141,1,8.5,0.5,0.5,1.8,0,0.3,11.6
2,2015-01-15 22:08:25,2015-01-15 22:28:02,4,9.83,-74.012710571289063,40.702255249023438,1,N,-73.956901550292969,40.802513122558594,1,28.5,0.5,0.5,5.8,0,0.3,35.6
2,2015-01-15 22:18:46,2015-01-15 22:28:44,2,1.74,-74.003311157226563,40.738880157470703,1,N,-73.981407165527344,40.741195678710938,1,9,0.5,0.5,1,0,0.3,11.3
2,2015-01-15 22:18:50,2015-01-15 22:28:32,3,2.04,-73.988227844238281,40.723407745361328,1,N,-73.9923095703125,40.743553161621094,2,9,0.5,0.5,0,0,0.3,10.3
2,2015-01-15 22:23:25,2015-01-15 22:28:13,5,.61,-73.98712158203125,40.754405975341797,1,N,-73.9931640625,40.755195617675781,1,5,0.5,0.5,1.1,0,0.3,7.4
1,2015-01-15 22:26:10,2015-01-15 22:28:42,1,.70,-73.974533081054687,40.752906799316406,1,N,-73.980888366699219,40.744579315185547,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2015-01-15 22:08:29,2015-01-15 22:28:43,1,3.22,-74.009765625,40.722225189208984,1,N,-73.979072570800781,40.752670288085938,2,15,0.5,0.5,0,0,0.3,16.3
2,2015-01-15 22:18:52,2015-01-15 22:28:09,1,2.64,-73.988922119140625,40.718963623046875,1,N,-73.9449462890625,40.702430725097656,1,10.5,0.5,0.5,2.2,0,0.3,14
2,2015-01-15 22:23:29,2015-01-15 22:28:18,1,.72,-73.984336853027344,40.74432373046875,1,N,-73.979255676269531,40.752483367919922,1,5.5,0.5,0.5,1.2,0,0.3,8
2,2015-01-15 22:24:54,2015-01-15 22:28:43,5,.65,-73.982513427734375,40.725658416748047,1,N,-73.990455627441406,40.724712371826172,1,4.5,0.5,0.5,2.25,0,0.3,8.05
1,2015-01-15 22:26:15,2015-01-15 22:28:42,2,.40,-73.987464904785156,40.719776153564453,1,N,-73.982986450195313,40.722496032714844,2,3.5,0.5,0.5,0,0,0.3,4.8
2,2015-01-15 22:23:34,2015-01-15 22:28:32,1,.85,-73.992897033691406,40.751876831054688,1,N,-73.980766296386719,40.750560760498047,1,5.5,0.5,0.5,1.8,0,0.3,8.6
2,2015-01-15 22:25:01,2015-01-15 22:28:13,1,.68,-73.97222900390625,40.747501373291016,1,N,-73.980422973632813,40.744491577148438,1,4.5,0.5,0.5,1,0,0.3,6.8
1,2015-01-15 22:26:24,2015-01-15 22:28:52,1,.70,-73.985984802246094,40.746318817138672,1,N,-73.995170593261719,40.744064331054688,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2015-01-15 22:26:26,2015-01-15 22:28:14,1,.70,-74.007057189941406,40.743495941162109,1,N,-74.005607604980469,40.750858306884766,1,4,0.5,0.5,1,0,0.3,6.3
2,2015-01-15 22:08:41,2015-01-15 22:28:12,1,4.67,-73.998321533203125,40.750202178955078,1,N,-73.969161987304688,40.800945281982422,1,17.5,0.5,0.5,5.4,0,0.3,24.2
2,2015-01-15 22:08:42,2015-01-15 22:28:15,1,9.04,-73.9744873046875,40.78338623046875,1,N,-73.914970397949219,40.888721466064453,1,26.5,0.5,0.5,7.36,2.44,0.3,37.6
2,2015-01-15 22:19:04,2015-01-15 22:28:04,3,1.56,-73.970878601074219,40.758026123046875,1,N,-73.953277587890625,40.764785766601563,2,8,0.5,0.5,0,0,0.3,9.3
2,2015-01-15 22:19:05,2015-01-15 22:28:13,3,1.16,-74.004539489746094,40.721439361572266,1,N,-73.989860534667969,40.726398468017578,1,7.5,0.5,0.5,1.6,0,0.3,10.4
2,2015-01-15 22:23:41,2015-01-15 22:28:40,5,.79,-73.973556518554688,40.756477355957031,1,N,-73.973098754882812,40.748092651367188,1,5.5,0.5,0.5,1.5,0,0.3,8.3
2,2015-01-15 22:08:46,2015-01-15 22:28:16,2,7.09,-73.960739135742188,40.772289276123047,1,N,-74.007240295410156,40.715938568115234,1,23,0.5,0.5,4.7,0,0.3,29
2,2015-01-15 22:08:49,2015-01-15 22:28:40,1,4.38,-73.999031066894531,40.734485626220703,1,N,-73.953132629394531,40.772590637207031,1,16.5,0.5,0.5,3.4,0,0.3,21.2
2,2015-01-15 22:19:09,2015-01-15 22:28:08,5,3.88,-73.979598999023437,40.687252044677734,1,N,-73.943740844726563,40.718238830566406,1,13,0.5,0.5,2.7,0,0.3,17
2,2015-01-15 22:23:46,2015-01-15 22:28:14,2,1.57,-73.954208374023437,40.787071228027344,1,N,-73.939102172851563,40.805057525634766,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2015-01-15 22:25:13,2015-01-15 22:28:05,5,.47,-73.980842590332031,40.729881286621094,1,N,-73.977851867675781,40.725635528564453,2,4,0.5,0.5,0,0,0.3,5.3
1,2015-01-15 22:26:41,2015-01-15 22:28:50,2,.50,-73.994773864746094,40.7606201171875,1,N,-73.989997863769531,40.767074584960938,1,4,0.5,0.5,1.05,0,0.3,6.35
2,2015-01-15 22:19:14,2015-01-15 22:28:43,5,2.01,-73.994422912597656,40.74591064453125,1,N,-73.989791870117187,40.725799560546875,2,9,0.5,0.5,0,0,0.3,10.3
2,2015-01-15 22:23:52,2015-01-15 22:28:51,1,1.06,-73.976356506347656,40.744136810302734,1,N,-73.971542358398438,40.750751495361328,2,6,0.5,0.5,0,0,0.3,7.3
2,2015-01-15 22:23:54,2015-01-15 22:28:31,1,.78,-73.991668701171875,40.731117248535156,1,N,-73.988555908203125,40.724216461181641,2,5,0.5,0.5,0,0,0.3,6.3
2,2015-01-15 22:23:54,2015-01-15 22:28:50,1,.88,-73.997970581054688,40.724136352539062,1,N,-73.991470336914063,40.719451904296875,1,5.5,0.5,0.5,1.2,0,0.3,8
1,2015-01-15 22:26:44,2015-01-15 22:28:37,1,.20,-73.946937561035156,40.775947570800781,1,N,-73.948837280273438,40.776725769042969,3,3.5,0.5,0.5,0,0,0.3,4.8
2,2015-01-15 22:08:59,2015-01-15 22:28:41,1,3.53,-73.995559692382813,40.749149322509766,1,N,-73.955978393554688,40.772830963134766,1,15,0.5,0.5,3.1,0,0.3,19.4
2,2015-01-15 22:09:00,2015-01-15 22:28:38,1,6.92,-73.979339599609375,40.749885559082031,1,N,-73.98516845703125,40.688743591308594,1,22,0.5,0.5,4.5,0,0.3,27.8
2,2015-01-15 22:19:17,2015-01-15 22:28:51,1,2.63,-73.966819763183594,40.756706237792969,1,N,-73.9542236328125,40.786903381347656,1,10,0.5,0.5,2.1,0,0.3,13.4
2,2015-01-15 22:19:20,2015-01-15 22:28:17,5,1.85,-73.97528076171875,40.787971496582031,1,N,-73.946853637695313,40.776180267333984,1,9,0.5,0.5,1.9,0,0.3,12.2
2,2015-01-15 22:24:05,2015-01-15 22:28:50,1,1.89,-73.982170104980469,40.777450561523438,1,N,-73.967796325683594,40.800495147705078,1,7,0.5,0.5,1.5,0,0.3,9.8
2,2015-01-15 22:24:05,2015-01-15 22:28:20,2,.98,-73.952278137207031,40.787235260009766,1,N,-73.952850341796875,40.776721954345703,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2015-01-15 22:26:55,2015-01-15 22:28:49,2,.30,-74.008186340332031,40.716594696044922,1,N,-74.008552551269531,40.713268280029297,2,3.5,0.5,0.5,0,0,0.3,4.8
2,2015-01-15 22:24:07,2015-01-15 22:28:20,1,.71,-73.986724853515625,40.757545471191406,1,N,-73.986724853515625,40.757545471191406,2,5,0.5,0.5,0,0,0.3,6.3
2,2015-01-15 22:05:13,2015-01-15 22:28:34,1,9.93,-73.86383056640625,40.76953125,1,N,-73.973823547363281,40.783756256103516,1,29.5,0.5,0.5,7.07,5.33,0.3,43.2
2,2015-01-15 22:24:23,2015-01-15 22:28:26,1,1.02,-73.994636535644531,40.765846252441406,1,N,-73.991966247558594,40.756320953369141,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2015-01-15 22:27:11,2015-01-15 22:28:15,1,11.94,-73.980682373046875,40.761848449707031,5,N,-73.976448059082031,40.760379791259766,2,0.01,0,0,0,0,0.3,0.31
2,2015-01-15 22:09:27,2015-01-15 22:28:22,1,9.23,-73.874473571777344,40.774078369140625,1,N,-73.782264709472656,40.705066680908203,1,27.5,0.5,0.5,5.6,0,0.3,34.4
2,2015-01-15 22:09:29,2015-01-15 22:28:14,5,3.58,-73.959236145019531,40.763126373291016,1,N,-74.003021240234375,40.752182006835938,1,15.5,0.5,0.5,2,0,0.3,18.8
2,2015-01-15 22:24:29,2015-01-15 22:28:39,1,.72,-73.957481384277344,40.700878143310547,1,N,-73.963569641113281,40.70867919921875,2,5,0.5,0.5,0,0,0.3,6.3
2,2015-01-15 22:24:30,2015-01-15 22:28:58,1,.87,-73.991218566894531,40.727798461914063,1,N,-73.985618591308594,40.738170623779297,1,5.5,0.5,0.5,1.5,0,0.3,8.3
2,2015-01-15 22:24:31,2015-01-15 22:28:14,1,.94,-73.985176086425781,40.732063293457031,1,N,-73.976882934570313,40.724048614501953,1,5,0.5,0.5,1.1,0,0.3,7.4
2,2015-01-15 22:24:33,2015-01-15 22:28:16,6,1.28,-73.951080322265625,40.782730102539063,1,N,-73.940353393554688,40.798969268798828,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2015-01-15 22:09:29,2015-01-15 22:28:18,1,3.31,-73.984939575195313,40.742130279541016,1,N,-73.987380981445313,40.774311065673828,1,14.5,0.5,0.5,3,0,0.3,18.8
2,2015-01-15 22:05:33,2015-01-15 22:28:19,1,7.24,-73.870880126953125,40.773811340332031,1,N,-73.961837768554687,40.758766174316406,1,24,0.5,0.5,5.7,0,0.3,31
2,2015-01-15 22:24:41,2015-01-15 22:28:16,1,.68,-73.971366882324219,40.744518280029297,1,N,-73.981712341308594,40.746749877929687,1,4.5,0.5,0.5,1,0,0.3,6.8
2,2015-01-15 22:10:20,2015-01-15 22:28:54,5,4.09,-73.99859619140625,40.734828948974609,1,N,-73.956802368164062,40.770828247070313,1,15.5,0.5,0.5,3.2,0,0.3,20
2,2015-01-15 22:10:21,2015-01-15 22:28:53,1,10.83,-73.862930297851563,40.769161224365234,1,N,-73.967613220214844,40.755325317382812,1,30.5,0.5,0.5,7.27,5.33,0.3,44.4
2,2015-01-15 22:10:31,2015-01-15 22:28:54,1,5.10,-73.999244689941406,40.720180511474609,1,N,-73.955093383789063,40.665668487548828,1,17.5,0.5,0.5,3.6,0,0.3,22.4
2,2015-01-15 22:10:49,2015-01-15 22:28:19,1,7.94,-73.972541809082031,40.740726470947266,1,N,-73.851203918457031,40.731040954589844,1,23.5,0.5,0.5,5.87,5.33,0.3,36
2,2015-01-15 22:10:53,2015-01-15 22:28:34,2,4.11,-73.947608947753906,40.825340270996094,1,N,-73.955711364746094,40.779468536376953,1,16,0.5,0.5,3.3,0,0.3,20.6
2,2015-01-15 22:15:29,2015-01-15 22:28:53,2,2.40,-73.975837707519531,40.760208129882813,1,N,-73.98931884765625,40.733318328857422,1,11.5,0.5,0.5,2,0,0.3,14.8
2,2015-01-15 21:56:27,2015-01-15 22:28:27,2,6.78,-73.99005126953125,40.757389068603516,1,N,-73.946922302246094,40.722698211669922,1,26,0.5,0.5,5.46,0,0.3,32.76
2,2015-01-15 22:15:32,2015-01-15 22:28:20,1,4.16,-74.011703491210938,40.707611083984375,1,N,-73.998420715332031,40.755527496337891,1,14.5,0.5,0.5,2,0,0.3,17.8
2,2015-01-15 22:15:35,2015-01-15 22:28:41,5,2.59,-74.001510620117187,40.746246337890625,1,N,-74.010978698730469,40.716148376464844,2,11,0.5,0.5,0,0,0.3,12.3
2,2015-01-15 21:56:31,2015-01-15 22:28:07,1,6.76,-73.983757019042969,40.766490936279297,1,N,-73.939010620117188,40.843788146972656,1,26.5,0.5,0.5,5.4,0,0.3,33.2
2,2015-01-15 22:15:40,2015-01-15 22:28:05,1,2.36,-73.983062744140625,40.747573852539063,1,N,-73.97784423828125,40.773406982421875,1,11,0.5,0.5,2.3,0,0.3,14.6
2,2015-01-15 22:15:47,2015-01-15 22:28:46,6,2.75,-73.974006652832031,40.731224060058594,1,N,-73.971832275390625,40.762752532958984,1,12.5,0.5,0.5,1,0,0.3,14.8
2,2015-01-15 22:15:53,2015-01-15 22:28:59,1,3.60,-73.972671508789063,40.753021240234375,1,N,-73.934249877929688,40.766689300537109,1,13.5,0.5,0.5,2.8,0,0.3,17.6
2,2015-01-15 22:15:56,2015-01-15 22:28:39,4,2.59,-73.984230041503906,40.726375579833984,1,N,-73.984855651855469,40.753509521484375,1,11,0.5,0.5,2.3,0,0.3,14.6
1,2015-01-15 22:09:41,2015-01-15 22:28:22,1,6.30,-74.008674621582031,40.719081878662109,1,N,0,0,1,21.5,0.5,0.5,4.55,0,0.3,27.35
1,2015-01-15 22:09:41,2015-01-15 22:28:11,1,11.90,-73.7900390625,40.643783569335938,1,N,-73.867111206054688,40.768833160400391,1,32.5,0.5,0.5,5,0,0.3,38.8
1,2015-01-15 22:01:17,2015-01-15 22:28:20,1,10.90,-73.862640380859375,40.769699096679688,1,N,-74.000030517578125,40.730438232421875,1,33,0.5,0.5,7.92,5.33,0.3,47.55
1,2015-01-15 22:09:49,2015-01-15 22:28:12,4,3.20,-73.985305786132812,40.758388519287109,1,N,-73.969657897949219,40.797691345214844,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2015-01-15 22:03:37,2015-01-15 22:28:48,1,4.12,-73.993545532226563,40.71856689453125,1,N,-73.980987548828125,40.765224456787109,1,18.5,0.5,0.5,1,0,0.3,20.8
2,2015-01-15 22:03:38,2015-01-15 22:28:13,1,5.99,-73.970199584960938,40.752426147460938,1,N,-73.953445434570312,40.757865905761719,2,21.5,0.5,0.5,0,0,0.3,22.8
1,2015-01-15 22:10:04,2015-01-15 22:28:40,1,7.90,-73.956771850585938,40.786479949951172,1,N,-74.008674621582031,40.707557678222656,1,24.5,0.5,0.5,6.45,0,0.3,32.25
1,2015-01-15 22:10:24,2015-01-15 22:28:06,1,5.90,-73.970664978027344,40.757755279541016,1,N,-74.009223937988281,40.705039978027344,1,20,0.5,0.5,4.26,0,0.3,25.56
2,2015-01-15 22:04:01,2015-01-15 22:28:42,6,4.54,-73.990188598632812,40.739448547363281,1,N,-73.957191467285156,40.719375610351562,1,19.5,0.5,0.5,5,0,0.3,25.8
1,2015-01-15 22:10:27,2015-01-15 22:28:50,1,7.10,-74.005607604980469,40.740528106689453,1,N,-73.951919555664062,40.809051513671875,1,21,0.5,0.5,2,0,0.3,24.3
1,2015-01-15 22:10:27,2015-01-15 22:28:20,1,4.40,-73.99127197265625,40.735008239746094,1,N,-73.977531433105469,40.784427642822266,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,2015-01-15 22:10:31,2015-01-15 22:28:15,3,3.40,-73.987228393554688,40.744571685791016,1,N,-73.954780578613281,40.783088684082031,1,14.5,0.5,0.5,2,0,0.3,17.8
2,2015-01-15 22:04:11,2015-01-15 22:28:49,2,4.45,-73.985374450683594,40.727584838867188,1,N,-73.980880737304688,40.776626586914063,1,19,0.5,0.5,3,0,0.3,23.3
2,2015-01-15 22:11:08,2015-01-15 22:28:58,1,2.20,-73.974624633789063,40.790920257568359,1,N,-73.989913940429687,40.762241363525391,1,13.5,0.5,0.5,2.8,0,0.3,17.6
2,2015-01-15 22:19:59,2015-01-15 22:28:58,1,1.89,-73.976348876953125,40.785812377929688,1,N,-73.970573425292969,40.767642974853516,1,9,0.5,0.5,2.85,0,0.3,13.15
2,2015-01-15 22:20:00,2015-01-15 22:28:31,1,1.30,-73.954818725585937,40.773681640625,1,N,-73.967536926269531,40.760284423828125,1,7.5,0.5,0.5,1.6,0,0.3,10.4
1,2015-01-15 22:28:27,2015-01-15 22:28:42,1,.10,-74.004615783691406,40.723869323730469,1,N,-74.004547119140625,40.723964691162109,2,2.5,0.5,0.5,0,0,0.3,3.8
1,2015-01-15 22:28:32,2015-01-15 22:28:37,1,.00,-73.91143798828125,40.697593688964844,1,Y,-73.911430358886719,40.697589874267578,3,2.5,0.5,0.5,0,0,0.3,3.8
2,2015-01-15 22:11:15,2015-01-15 22:28:07,2,2.60,-73.987808227539062,40.756698608398438,1,N,-73.957084655761719,40.768451690673828,1,13,0.5,0.5,1.5,0,0.3,15.8
2,2015-01-15 22:11:15,2015-01-15 22:28:16,6,3.30,-73.988761901855469,40.727046966552734,1,N,-73.98028564453125,40.759212493896484,1,13.5,0.5,0.5,2.8,0,0.3,17.6
2,2015-01-15 22:20:11,2015-01-15 22:28:47,1,1.43,-73.976936340332031,40.759143829345703,1,N,-73.982154846191406,40.774940490722656,1,8,0.5,0.5,1.7,0,0.3,11
2,2015-01-15 22:20:13,2015-01-15 22:28:58,4,1.11,-73.993209838867187,40.757686614990234,1,N,-73.98712158203125,40.747901916503906,1,7.5,0.5,0.5,0.5,0,0.3,9.3
2,2015-01-15 22:20:13,2015-01-15 22:28:20,1,1.11,-73.987129211425781,40.756599426269531,1,N,-73.979270935058594,40.746238708496094,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2015-01-15 22:10:56,2015-01-15 22:28:20,1,3.30,-73.991302490234375,40.735034942626953,1,N,-74.015846252441406,40.709980010986328,1,15,0.5,0.5,3.25,0,0.3,19.55
1,2015-01-15 22:28:46,2015-01-15 22:28:54,1,.00,-73.988487243652344,40.765819549560547,2,N,-73.988487243652344,40.765819549560547,1,52,0,0.5,13.2,0,0.3,66
2,2015-01-15 22:11:29,2015-01-15 22:28:56,1,3.76,-74.002517700195313,40.73046875,1,N,-73.964729309082031,40.771499633789063,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2015-01-15 22:11:32,2015-01-15 22:28:52,6,6.00,-73.998916625976563,40.754489898681641,1,N,-73.951248168945312,40.812160491943359,1,19.5,0.5,0.5,4,0,0.3,24.8
2,2015-01-15 22:20:26,2015-01-15 22:28:45,1,1.52,-73.987144470214844,40.719791412353516,1,N,-74.00457763671875,40.708110809326172,1,8,0.5,0.5,1.7,0,0.3,11
2,2015-01-15 22:20:27,2015-01-15 22:28:23,2,1.91,-73.977203369140625,40.774539947509766,1,N,-73.954010009765625,40.766998291015625,1,8.5,0.5,0.5,1.8,0,0.3,11.6
2,2015-01-15 22:20:30,2015-01-15 22:28:30,3,2.17,-73.991935729980469,40.759418487548828,1,N,-74.000991821289063,40.736740112304688,1,8.5,0.5,0.5,2.25,0,0.3,12.05
1,2015-01-15 22:11:20,2015-01-15 22:28:10,2,2.00,0,0,1,N,0,0,2,12.5,0.5,0.5,0,0,0.3,13.8
